Filename                                                                    Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
am/ec_diskann/diagnostics.rs                                                            347               347     0.00%          13                13     0.00%          189               189     0.00%           0                 0         -
am/ec_diskann/insert.rs                                                                1566              1566     0.00%          79                79     0.00%         1229              1229     0.00%           0                 0         -
am/ec_diskann/mod.rs                                                                    110               110     0.00%          10                10     0.00%           94                94     0.00%           0                 0         -
am/ec_diskann/options.rs                                                                121               121     0.00%          17                17     0.00%          108               108     0.00%           0                 0         -
am/ec_diskann/page.rs                                                                   328                 6    98.17%          14                 0   100.00%          226                 8    96.46%           0                 0         -
am/ec_diskann/persist.rs                                                                745                19    97.45%          30                 4    86.67%          414                13    96.86%           0                 0         -
am/ec_diskann/quantizer.rs                                                              612               612     0.00%          57                57     0.00%          596               596     0.00%           0                 0         -
am/ec_diskann/reader.rs                                                                1275                28    97.80%          81                 5    93.83%          711                15    97.89%           0                 0         -
am/ec_diskann/routine.rs                                                               1511              1511     0.00%         122               122     0.00%         1239              1239     0.00%           0                 0         -
am/ec_diskann/routine_helpers.rs                                                        175                22    87.43%          12                 0   100.00%          140                13    90.71%           0                 0         -
am/ec_diskann/scan.rs                                                                  1683                35    97.92%         103                 4    96.12%         1081                19    98.24%           0                 0         -
am/ec_diskann/scan_query.rs                                                             120               120     0.00%           7                 7     0.00%           91                91     0.00%           0                 0         -
am/ec_diskann/scan_state.rs                                                             348               348     0.00%          42                42     0.00%          290               290     0.00%           0                 0         -
am/ec_diskann/tuple.rs                                                                  588                13    97.79%          31                 2    93.55%          382                13    96.60%           0                 0         -
am/ec_diskann/vacuum.rs                                                                 321                 7    97.82%          19                 1    94.74%          181                 6    96.69%           0                 0         -
am/ec_diskann/vamana.rs                                                                2139                82    96.17%         117                 9    92.31%         1429                48    96.64%           0                 0         -
am/ec_hnsw/build.rs                                                                    2347              2347     0.00%         147               147     0.00%         1784              1784     0.00%           0                 0         -
am/ec_hnsw/build_parallel.rs                                                           2807              2807     0.00%         186               186     0.00%         2186              2186     0.00%           0                 0         -
am/ec_hnsw/concurrent_dsm_state.rs                                                       38                38     0.00%           4                 4     0.00%           42                42     0.00%           0                 0         -
am/ec_hnsw/graph.rs                                                                    1093              1093     0.00%          93                93     0.00%         1080              1080     0.00%           0                 0         -
am/ec_hnsw/insert.rs                                                                   2541              2541     0.00%         172               172     0.00%         2063              2063     0.00%           0                 0         -
am/ec_hnsw/mod.rs                                                                         3                 3     0.00%           1                 1     0.00%            3                 3     0.00%           0                 0         -
am/ec_hnsw/options.rs                                                                   117               117     0.00%          15                15     0.00%          102               102     0.00%           0                 0         -
am/ec_hnsw/page.rs                                                                     2759                85    96.92%         163                 6    96.32%         1927                50    97.41%           0                 0         -
am/ec_hnsw/routine.rs                                                                    64                64     0.00%           4                 4     0.00%           69                69     0.00%           0                 0         -
am/ec_hnsw/scan.rs                                                                     4196              4196     0.00%         392               392     0.00%         3451              3451     0.00%           0                 0         -
am/ec_hnsw/search.rs                                                                   1336                57    95.73%         115                 9    92.17%         1066                35    96.72%           0                 0         -
am/ec_hnsw/shared.rs                                                                    702               702     0.00%          55                55     0.00%          555               555     0.00%           0                 0         -
am/ec_hnsw/source.rs                                                                    486               486     0.00%          31                31     0.00%          334               334     0.00%           0                 0         -
am/ec_hnsw/storage_binding.rs                                                            63                63     0.00%           7                 7     0.00%           96                96     0.00%           0                 0         -
am/ec_hnsw/vacuum.rs                                                                   1834              1834     0.00%         130               130     0.00%         1476              1476     0.00%           0                 0         -
am/ec_ivf/admin.rs                                                                      217               217     0.00%          14                14     0.00%          174               174     0.00%           0                 0         -
am/ec_ivf/build.rs                                                                     1079              1079     0.00%          83                83     0.00%          751               751     0.00%           0                 0         -
am/ec_ivf/build_parallel.rs                                                             815               815     0.00%          54                54     0.00%          602               602     0.00%           0                 0         -
am/ec_ivf/cost.rs                                                                       280               280     0.00%          21                21     0.00%          234               234     0.00%           0                 0         -
am/ec_ivf/insert.rs                                                                     397               397     0.00%          38                38     0.00%          359               359     0.00%           0                 0         -
am/ec_ivf/mod.rs                                                                          5                 5     0.00%           2                 2     0.00%            5                 5     0.00%           0                 0         -
am/ec_ivf/options.rs                                                                    271               271     0.00%          29                29     0.00%          232               232     0.00%           0                 0         -
am/ec_ivf/page.rs                                                                      1413                82    94.20%         103                 9    91.26%         1083                75    93.07%           0                 0         -
am/ec_ivf/quantizer.rs                                                                  684               684     0.00%          47                47     0.00%          594               594     0.00%           0                 0         -
am/ec_ivf/routine.rs                                                                     64                64     0.00%           4                 4     0.00%           67                67     0.00%           0                 0         -
am/ec_ivf/scan.rs                                                                      1702              1702     0.00%         144               144     0.00%         1328              1328     0.00%           0                 0         -
am/ec_ivf/training.rs                                                                    38                38     0.00%           6                 6     0.00%           40                40     0.00%           0                 0         -
am/ec_ivf/vacuum.rs                                                                     265               265     0.00%          28                28     0.00%          216               216     0.00%           0                 0         -
am/ec_spire/assign/mod.rs                                                               338               338     0.00%          39                39     0.00%          325               325     0.00%           0                 0         -
am/ec_spire/build/drafts.rs                                                             717               717     0.00%          25                25     0.00%          491               491     0.00%           0                 0         -
am/ec_spire/build/object_store.rs                                                       128               128     0.00%          16                16     0.00%          172               172     0.00%           0                 0         -
am/ec_spire/build/publish.rs                                                            453               453     0.00%          42                42     0.00%          400               400     0.00%           0                 0         -
am/ec_spire/build/recursive.rs                                                         1957              1957     0.00%         107               107     0.00%         1510              1510     0.00%           0                 0         -
am/ec_spire/build/routing_plan.rs                                                       284               284     0.00%          26                26     0.00%          228               228     0.00%           0                 0         -
am/ec_spire/build/top_graph.rs                                                          258               258     0.00%          19                19     0.00%          225               225     0.00%           0                 0         -
am/ec_spire/build/training.rs                                                           239               239     0.00%          22                22     0.00%          180               180     0.00%           0                 0         -
am/ec_spire/build/tuples.rs                                                             233               233     0.00%          30                30     0.00%          201               201     0.00%           0                 0         -
am/ec_spire/build/types.rs                                                              101               101     0.00%          22                22     0.00%           91                91     0.00%           0                 0         -
am/ec_spire/coordinator/debug.rs                                                        250               250     0.00%          19                19     0.00%          188               188     0.00%           0                 0         -
am/ec_spire/coordinator/diagnostics.rs                                                  599               599     0.00%          41                41     0.00%          489               489     0.00%           0                 0         -
am/ec_spire/coordinator/diagnostics_helpers.rs                                          164                 0   100.00%          14                 0   100.00%          284                 0   100.00%           0                 0         -
am/ec_spire/coordinator/hierarchy_shape.rs                                              151               151     0.00%           8                 8     0.00%          188               188     0.00%           0                 0         -
am/ec_spire/coordinator/hierarchy_snapshots.rs                                         2681              2681     0.00%         157               157     0.00%         2201              2201     0.00%           0                 0         -
am/ec_spire/coordinator/lifecycle.rs                                                     52                52     0.00%          10                10     0.00%           43                43     0.00%           0                 0         -
am/ec_spire/coordinator/maintenance.rs                                                  454               454     0.00%          25                25     0.00%          417               417     0.00%           0                 0         -
am/ec_spire/coordinator/materialization.rs                                              351               351     0.00%          12                12     0.00%          302               302     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/candidate_merge_model.rs                      104               104     0.00%          12                12     0.00%           72                72     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/contracts.rs                                  367               367     0.00%          25                25     0.00%          546               546     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/dispatch.rs                                  2162              2162     0.00%         139               139     0.00%         1923              1923     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/endpoint_identity.rs                          434               434     0.00%          37                37     0.00%          452               452     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/executor_receive.rs                           767               767     0.00%          51                51     0.00%          689               689     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/fanout.rs                                     784               784     0.00%          43                43     0.00%          668               668     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/fault_matrix.rs                               146               146     0.00%          10                10     0.00%          201               201     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/governance.rs                                 293               293     0.00%          32                32     0.00%          271               271     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/libpq_plan.rs                                 744               744     0.00%          67                67     0.00%          644               644     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/operator.rs                                   394               394     0.00%          19                19     0.00%          717               717     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/payload.rs                                    316               316     0.00%          42                42     0.00%          251               251     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/payload_limits.rs                             162               162     0.00%          20                20     0.00%          168               168     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/pipeline.rs                                   369               369     0.00%          13                13     0.00%          365               365     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/production_transport.rs                      1282              1282     0.00%          60                60     0.00%         1291              1291     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/remote_transport_sim_model.rs                 627               627     0.00%          42                42     0.00%          419               419     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/resolve.rs                                    343               343     0.00%          29                29     0.00%          290               290     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/result_contracts.rs                            67                67     0.00%           6                 6     0.00%          216               216     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/scan_output.rs                                906               906     0.00%          48                48     0.00%          872               872     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/sort.rs                                        39                39     0.00%           9                 9     0.00%           27                27     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/tls.rs                                        637               637     0.00%          60                60     0.00%          460               460     0.00%           0                 0         -
am/ec_spire/coordinator/remote_candidates/write_payload.rs                              987               987     0.00%          74                74     0.00%          879               879     0.00%           0                 0         -
am/ec_spire/coordinator/snapshots.rs                                                   2603              2603     0.00%         210               210     0.00%         2532              2532     0.00%           0                 0         -
am/ec_spire/cost/mod.rs                                                                 470               470     0.00%          29                29     0.00%          361               361     0.00%           0                 0         -
am/ec_spire/custom_scan/begin_exec.rs                                                   597               597     0.00%          42                42     0.00%          426               426     0.00%           0                 0         -
am/ec_spire/custom_scan/cost_helpers.rs                                                 324               324     0.00%          30                30     0.00%          229               229     0.00%           0                 0         -
am/ec_spire/custom_scan/dml.rs                                                          591               591     0.00%          57                57     0.00%          461               461     0.00%           0                 0         -
am/ec_spire/custom_scan/explain.rs                                                       85                85     0.00%           3                 3     0.00%           61                61     0.00%           0                 0         -
am/ec_spire/custom_scan/mod.rs                                                           32                32     0.00%           4                 4     0.00%           31                31     0.00%           0                 0         -
am/ec_spire/custom_scan/plan_private.rs                                                 430               430     0.00%          53                53     0.00%          315               315     0.00%           0                 0         -
am/ec_spire/custom_scan/planner.rs                                                      535               535     0.00%          22                22     0.00%          449               449     0.00%           0                 0         -
am/ec_spire/custom_scan/tuple_payload.rs                                                272               272     0.00%          24                24     0.00%          216               216     0.00%           0                 0         -
am/ec_spire/diagnostics/mod.rs                                                          284               284     0.00%          20                20     0.00%          221               221     0.00%           0                 0         -
am/ec_spire/dml_frontdoor/mod.rs                                                       2233              2233     0.00%         189               189     0.00%         1959              1959     0.00%           0                 0         -
am/ec_spire/insert.rs                                                                   386               386     0.00%          18                18     0.00%          281               281     0.00%           0                 0         -
am/ec_spire/meta/epoch.rs                                                               167                 5    97.01%           8                 0   100.00%          109                 5    95.41%           0                 0         -
am/ec_spire/meta/local_store.rs                                                         336                84    75.00%          25                 8    68.00%          253                73    71.15%           0                 0         -
am/ec_spire/meta/object_manifest.rs                                                     242                21    91.32%          12                 2    83.33%          155                13    91.61%           0                 0         -
am/ec_spire/meta/placement.rs                                                           214                 7    96.73%          13                 0   100.00%          225                10    95.56%           0                 0         -
am/ec_spire/meta/placement_directory.rs                                                 157                16    89.81%           9                 2    77.78%          106                 9    91.51%           0                 0         -
am/ec_spire/meta/root_control.rs                                                        159                11    93.08%           7                 0   100.00%          137                11    91.97%           0                 0         -
am/ec_spire/meta/snapshot.rs                                                            129                19    85.27%          14                 5    64.29%          132                15    88.64%           0                 0         -
am/ec_spire/meta/states.rs                                                               16                 5    68.75%           2                 0   100.00%           14                 4    71.43%           0                 0         -
am/ec_spire/mod.rs                                                                        9                 9     0.00%           1                 1     0.00%            4                 4     0.00%           0                 0         -
am/ec_spire/options/mod.rs                                                             1153              1153     0.00%         128               128     0.00%         1004              1004     0.00%           0                 0         -
am/ec_spire/page.rs                                                                    1021               506    50.44%          69                40    42.03%          710               341    51.97%           0                 0         -
am/ec_spire/quantizer/mod.rs                                                            646               646     0.00%          39                39     0.00%          512               512     0.00%           0                 0         -
am/ec_spire/routine.rs                                                                   64                64     0.00%           4                 4     0.00%           69                69     0.00%           0                 0         -
am/ec_spire/scan/callbacks.rs                                                            15                15     0.00%           7                 7     0.00%           28                28     0.00%           0                 0         -
am/ec_spire/scan/candidates.rs                                                         4072              4072     0.00%         200               200     0.00%         3143              3143     0.00%           0                 0         -
am/ec_spire/scan/leaf_rows.rs                                                           106               106     0.00%           6                 6     0.00%           83                83     0.00%           0                 0         -
am/ec_spire/scan/relation.rs                                                            296               296     0.00%          30                30     0.00%          249               249     0.00%           0                 0         -
am/ec_spire/scan/routing.rs                                                            1682              1682     0.00%         107               107     0.00%         1571              1571     0.00%           0                 0         -
am/ec_spire/scan/snapshot.rs                                                            914               914     0.00%          35                35     0.00%          742               742     0.00%           0                 0         -
am/ec_spire/scan/types.rs                                                               589               589     0.00%          89                89     0.00%          606               606     0.00%           0                 0         -
am/ec_spire/storage.rs                                                                  145               145     0.00%          13                13     0.00%          149               149     0.00%           0                 0         -
am/ec_spire/storage/assignment.rs                                                       229                21    90.83%          13                 3    76.92%          140                15    89.29%           0                 0         -
am/ec_spire/storage/header.rs                                                           167                10    94.01%           6                 0   100.00%          106                18    83.02%           0                 0         -
am/ec_spire/storage/helpers.rs                                                          474                52    89.03%          38                 6    84.21%          457                65    85.78%           0                 0         -
am/ec_spire/storage/leaf_v1.rs                                                           96                 8    91.67%           7                 2    71.43%           87                 2    97.70%           0                 0         -
am/ec_spire/storage/leaf_v2.rs                                                          144                23    84.03%          12                 4    66.67%          115                 6    94.78%           0                 0         -
am/ec_spire/storage/leaf_v2_parts.rs                                                   1683               355    78.91%          90                52    42.22%         1238               343    72.29%           0                 0         -
am/ec_spire/storage/local_store.rs                                                     1254               276    77.99%          79                51    35.44%          909               174    80.86%           0                 0         -
am/ec_spire/storage/local_store_set.rs                                                  233                70    69.96%          28                 9    67.86%          228                76    66.67%           0                 0         -
am/ec_spire/storage/relation_plan.rs                                                    101                13    87.13%           6                 0   100.00%           94                16    82.98%           0                 0         -
am/ec_spire/storage/relation_store.rs                                                  2430              1348    44.53%         181               119    34.25%         1902              1078    43.32%           0                 0         -
am/ec_spire/storage/routing_delta.rs                                                    526               111    78.90%          36                18    50.00%          419                74    82.34%           0                 0         -
am/ec_spire/storage/top_graph.rs                                                        366                38    89.62%          15                10    33.33%          279                27    90.32%           0                 0         -
am/ec_spire/storage/vec_id.rs                                                           224                45    79.91%          37                12    67.57%          183                24    86.89%           0                 0         -
am/ec_spire/update/delta.rs                                                             262               262     0.00%           9                 9     0.00%          216               216     0.00%           0                 0         -
am/ec_spire/update/epoch_publish_model.rs                                                33                33     0.00%           5                 5     0.00%           39                39     0.00%           0                 0         -
am/ec_spire/update/helpers.rs                                                           220               220     0.00%          13                13     0.00%          217               217     0.00%           0                 0         -
am/ec_spire/update/leaf_rows.rs                                                         421               421     0.00%          11                11     0.00%          328               328     0.00%           0                 0         -
am/ec_spire/update/materialization.rs                                                   431               431     0.00%          22                22     0.00%          440               440     0.00%           0                 0         -
am/ec_spire/update/publish/local_drafts.rs                                              138               138     0.00%           6                 6     0.00%          167               167     0.00%           0                 0         -
am/ec_spire/update/publish/planning.rs                                                  131               131     0.00%           9                 9     0.00%          188               188     0.00%           0                 0         -
am/ec_spire/update/publish/relation.rs                                                  359               359     0.00%          19                19     0.00%          404               404     0.00%           0                 0         -
am/ec_spire/update/publish/validation.rs                                                205               205     0.00%          13                13     0.00%          294               294     0.00%           0                 0         -
am/ec_spire/update/routing.rs                                                           763               763     0.00%          37                37     0.00%          904               904     0.00%           0                 0         -
am/ec_spire/update/scheduler.rs                                                         147               147     0.00%           6                 6     0.00%          142               142     0.00%           0                 0         -
am/ec_spire/update/types.rs                                                              96                96     0.00%          14                14     0.00%          104               104     0.00%           0                 0         -
am/ec_spire/vacuum/mod.rs                                                               743               743     0.00%          45                45     0.00%          527               527     0.00%           0                 0         -
am/mod.rs                                                                                12                12     0.00%           3                 3     0.00%           12                12     0.00%           0                 0         -
diskann_routine_helpers.rs                                                              453                 3    99.34%          18                 1    94.44%          185                 7    96.22%           0                 0         -
fault.rs                                                                                 29                29     0.00%           3                 3     0.00%           22                22     0.00%           0                 0         -
lib.rs                                                                                  318                11    96.54%          25                 2    92.00%          183                10    94.54%           0                 0         -
pg18_pgstat_shim.rs                                                                      18                18     0.00%           4                 4     0.00%           15                15     0.00%           0                 0         -
pg_guards.rs                                                                           1098                68    93.81%         110                 7    93.64%          703                53    92.46%           0                 0         -
quant/codebook.rs                                                                       180                 5    97.22%          11                 0   100.00%          108                 2    98.15%           0                 0         -
quant/grouped_pq.rs                                                                     483                26    94.62%          30                 0   100.00%          284                15    94.72%           0                 0         -
quant/hadamard.rs                                                                      1062                52    95.10%          44                 2    95.45%          487                30    93.84%           0                 0         -
quant/isa.rs                                                                             69                 8    88.41%          10                 1    90.00%           84                 8    90.48%           0                 0         -
quant/lut32/avx2.rs                                                                       7                 0   100.00%           1                 0   100.00%            8                 0   100.00%           0                 0         -
quant/lut32/mod.rs                                                                      278                22    92.09%          16                 0   100.00%          152                12    92.11%           0                 0         -
quant/lut32/neon.rs                                                                       7                 7     0.00%           1                 1     0.00%            8                 8     0.00%           0                 0         -
quant/lut32/scalar.rs                                                                    53                 2    96.23%           2                 0   100.00%           41                 2    95.12%           0                 0         -
quant/lut32/sve.rs                                                                        7                 7     0.00%           1                 1     0.00%            8                 8     0.00%           0                 0         -
quant/mod.rs                                                                             20                 2    90.00%           3                 0   100.00%           19                 1    94.74%           0                 0         -
quant/mse.rs                                                                            191                 0   100.00%          17                 0   100.00%          101                 0   100.00%           0                 0         -
quant/prod.rs                                                                          3152               217    93.12%         155                13    91.61%         1721               123    92.85%           0                 0         -
quant/qjl.rs                                                                             13                 0   100.00%           2                 0   100.00%            7                 0   100.00%           0                 0         -
quant/rabitq.rs                                                                        6200              1290    79.19%         254                35    86.22%         3586               899    74.93%           0                 0         -
quant/rotation.rs                                                                       294                 4    98.64%          20                 0   100.00%          136                 2    98.53%           0                 0         -
quant/simd.rs                                                                           274                16    94.16%          31                 0   100.00%          232                14    93.97%           0                 0         -
spire.rs                                                                               1512                10    99.34%          52                 0   100.00%          904                 6    99.34%           0                 0         -
spire_diagnostics_helpers.rs                                                            321                 0   100.00%          11                 0   100.00%          245                 0   100.00%           0                 0         -
storage/buffer_guard.rs                                                                 175                 4    97.71%          21                 0   100.00%          162                16    90.12%           0                 0         -
storage/lock_guard.rs                                                                    27                 0   100.00%           6                 0   100.00%           26                 0   100.00%           0                 0         -
storage/page.rs                                                                         397                 1    99.75%          35                 0   100.00%          286                 0   100.00%           0                 0         -
storage/query.rs                                                                         41                41     0.00%           3                 3     0.00%           29                29     0.00%           0                 0         -
storage/relation.rs                                                                      56                56     0.00%          14                14     0.00%           47                47     0.00%           0                 0         -
storage/relation_guard.rs                                                               112                32    71.43%          21                 7    66.67%           87                27    68.97%           0                 0         -
storage/scan_guard.rs                                                                    57                 2    96.49%           7                 0   100.00%           66                 2    96.97%           0                 0         -
storage/slot_guard.rs                                                                    44                15    65.91%           5                 1    80.00%           42                15    64.29%           0                 0         -
storage/snapshot_guard.rs                                                                57                14    75.44%           9                 2    77.78%           45                11    75.56%           0                 0         -
storage/spi_guard.rs                                                                     16                 0   100.00%           4                 0   100.00%           10                 0   100.00%           0                 0         -
storage/string_info.rs                                                                   56                56     0.00%           8                 8     0.00%           43                43     0.00%           0                 0         -
storage/time.rs                                                                           3                 3     0.00%           1                 1     0.00%            3                 3     0.00%           0                 0         -
storage/type_info.rs                                                                     24                24     0.00%           2                 2     0.00%           13                13     0.00%           0                 0         -
storage/wal.rs                                                                          142                40    71.83%          15                 4    73.33%          145                52    64.14%           0                 0         -
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                                                                                117043             80063    31.60%        8090              5992    25.93%        92413             67956    26.46%           0                 0         -
